-89.4263888889,13.7655555556,11,8
-89.4708333333,13.73,39,26
-89.4616666667,13.7341666667,8,8
-89.4294444444,13.74,,
-89.2647222222,13.5772222222,105,69
-89.2644444444,13.5744444444,,
-89.2783333333,13.5841666667,9,1
-89.2533333333,13.5511111111,,
-89.2833333333,13.5938888889,11,3
-89.2666666667,13.5530555556,18,12
-89.2691666667,13.5691666667,11,4
-89.2544444444,13.5233333333,9,4
-89.2636111111,13.5769444444,80,70
-89.3566666667,13.7847222222,40,31
-89.3536477892,13.8715961034,22,22
-89.351402,13.873924,22,17
-89.345,13.8252777778,31,27
-89.3169444444,13.7841666667,24,16
-89.4352777778,13.9125,10,7
-89.3711111111,13.7691666667,33,22
-89.3361111111,13.9458333333,22,14
-89.3722222222,13.9425,17,14
-89.3566666667,13.7847222222,,
-89.3555555556,13.8011111111,,
-89.3602777778,13.8013888889,,
-89.3030555556,13.7638888889,28,15
-89.34,13.7597222222,41,32
-89.3425,13.7511111111,47,0
-89.4197222222,13.8972222222,,
-89.3866666667,13.8622222222,9,6
-89.3777777778,13.8866666667,,
-89.3502777778,13.8477777778,,
-89.3869444444,13.8461111111,14,13
-89.2218972222,13.7259111111,33,28
-89.3608333333,13.8783333333,,
-89.3422222222,13.8711111111,6,2
-89.3722222222,13.9052777778,3,2
-89.3344444444,13.9313888889,,
-89.3594444444,13.8727777778,59,41
-89.4141666667,13.8647222222,2,2
-89.4033333333,13.8738888889,24,24
-89.3694444444,13.8938888889,11,4
-89.3463888889,13.795,,
-89.3725,13.7880555556,71,63
-89.3777777778,13.8219444444,,
-89.3555555556,13.9027777778,5,1
-89.45,13.8955555556,,
-89.355,13.8216666667,16,14
-89.3619444444,13.8252777778,39,0
-89.3616666667,13.8780555556,106,91
-89.3558333333,13.7852777778,,
-89.3619444444,13.8252777778,,
-89.3686111111,13.8777777778,,
-89.3819444444,13.7955555556,,
-89.3575,13.8761111111,,
-89.3702777778,13.7886111111,5,5
-89.3577777778,13.8758333333,,
-89.3497222222,13.8830555556,39,35
-89.3127777778,13.9075,6,4
-89.3733333333,13.7863888889,15,12
-89.3605555556,13.7875,12,9
-89.3569444444,13.7947222222,8,8
-89.355147144,13.797607759,20,16
-89.3559893576,13.7934087645,17,17
-89.3580546586,13.7906397833,14,12
-89.3570193259,13.7931899563,,
-89.3458333333,13.8016666667,,
-89.3388888889,13.7947222222,37,1
-89.3966666667,13.9144444444,2,2
-89.3666666667,13.9333333333,13,10
-89.3366666667,13.8486111111,6,2
-89.3811111111,13.7952777778,14,4
-89.3947222222,13.9272222222,5,4
-89.3519444444,13.7994444444,40,28
-89.3436111111,13.7627777778,24,17
-89.3927777778,13.9466666667,,
-89.3213888889,13.7669444444,,
-89.4377777778,13.8819444444,16,11
-89.3932927619,13.9461252132,13,1
-89.3602777778,13.8488888889,22,17
-89.3744444444,13.8469444444,16,13
-89.3902777778,13.8977777778,,
-89.38,13.8105555556,22,17
-89.3305555556,13.7836111111,54,1
-89.3569444444,13.8352777778,8,7
-89.3636111111,13.7525,35,33
-89.345,13.8933333333,3,2
-89.4205555556,13.915,1,0
-89.4455555556,13.9183333333,18,5
-89.3536111111,13.8277777778,,
-89.3580555556,13.8730555556,79,79
-89.3172222222,13.8847222222,27,19
-89.2791666667,13.9116666667,25,18
-89.3097222222,13.8663888889,4,3
-89.3177777778,13.8852777778,,
-89.2991666667,13.8894444444,8,6
-89.2991666667,13.9141666667,20,18
-89.3061111111,13.8783333333,19,19
-89.3375,13.8797222222,5,2
-89.2875,13.935,13,13
-89.2727777778,13.9488888889,10,10
-89.3408333333,13.9741666667,,
-89.3390471392,13.9747222222,31,20
-89.3519444444,14.0391666667,20,0
-89.3252777778,14.0,17,14
-89.3145785549,14.0433244925,15,2
-89.3380555556,13.9766666667,17,17
-89.2950154167,14.0423326237,8,4
-89.3816666667,13.9988888889,16,0
-89.3741666667,14.0255555556,2,0
-89.3636111111,14.0072222222,18,12
-89.3391666667,13.9797222222,15,8
-89.3347222222,13.9836111111,9,7
-89.3922222222,13.9738888889,11,1
-89.3780555556,13.9816666667,29,18
-89.3802777778,13.9586111111,6,0
-89.3567310397,13.9672463818,5,3
-89.3447222222,13.9666666667,,
-89.3447222222,13.9747222222,5,4
-89.3344444444,13.9683333333,8,6
-89.3005555556,13.9602777778,11,11
-89.2733333333,13.9736111111,11,10
-89.3391666667,13.9613888889,20,14
-89.3133333333,13.9713888889,5,5
-89.3261111111,14.0269444444,11,0
-89.3422222222,14.0069444444,8,6
-89.3594444444,14.0372222222,20,18
-89.3360157235,14.0235174294,6,3
-89.325,13.9691666667,1,0
-89.3405555556,13.9758333333,52,46
-89.3380555556,13.9755555556,,
-89.3796249835,13.543511589,7,7
-89.4197222222,13.5994444444,35,27
-89.3938888889,13.4963888889,21,16
-89.3902777778,13.5144444444,16,16
-89.4247222222,13.4980555556,18,18
-89.3836111111,13.4991666667,6,5
-89.3869444444,13.5069444444,28,23
-89.3847222222,13.4977777778,30,24
-89.4305555556,13.5380555556,8,7
-89.4052777778,13.5133333333,6,4
-89.4144444444,13.5408333333,7,5
-89.425,13.53,9,8
-89.4005555556,13.5041666667,11,9
-89.4377777778,13.5852777778,8,7
-89.4247222222,13.5605555556,,
-89.4291666667,13.6122222222,6,5
-89.4192570771,13.6242641052,11,9
-89.3894444444,13.5513888889,7,5
-89.3822222222,13.5344444444,19,18
-89.4178553234,13.5974921789,15,10
-89.4088888889,13.7033333333,,
-89.4147222222,13.6958333333,2,2
-89.4086111111,13.7033333333,78,74
-89.4097222222,13.7130555556,23,21
-89.4102777778,13.6711111111,32,26
-89.4088888889,13.7041666667,,
-89.4147222222,13.7061111111,10,6
-89.4194444444,13.6588888889,5,5
-89.5727777778,13.5686111111,6,4
-89.5816666667,13.515,13,0
-89.6272222222,13.5238888889,35,32
-89.5188888889,13.5930555556,,
-89.5186111111,13.5905555556,67,29
-89.6016666667,13.515,17,12
-89.5861111111,13.5275,25,22
-89.5369444444,13.5758333333,15,14
-89.4922222222,13.6380555556,5,5
-89.5222222222,13.6402777778,,
-89.5811111111,13.5441666667,4,4
-89.4905555556,13.6183333333,5,0
-89.5508333333,13.5188888889,20,20
-89.5908333333,13.5508333333,4,4
-89.5725,13.5394444444,12,11
-89.5605555556,13.5202777778,14,11
-89.4413888889,13.5336111111,3,3
-89.5583333333,13.5869444444,11,10
-89.4658333333,13.7005555556,,
-89.4608333333,13.7033333333,,
-89.4655555556,13.7002777778,,
-89.525,13.6580555556,17,8
-89.4725,13.7211111111,1,0
-89.4866666667,13.7052777778,6,5
-89.5052777778,13.6769444444,3,3
-89.4836111111,13.6966666667,13,9
-89.4627777778,13.7113888889,10,7
-89.4869444444,13.6719444444,2,2
-89.5138888889,13.6944444444,2,1
-89.4894444444,13.7197222222,12,4
-89.5138888889,13.6861111111,8,6
-89.4541666667,13.7144444444,,
-89.4483333333,13.7191666667,3,3
-89.3040403334,13.54618178,14,9
-89.2875,13.5902777778,71,6
-89.3047222222,13.5941666667,8,0
-89.2936111111,13.5488888889,,
-89.2852777778,13.6080555556,,
-89.29,13.5908333333,,
-89.2863888889,13.5936111111,,
-89.2875,13.5886111111,5,2
-89.2444444444,13.7075,,
-89.2908333333,13.5825,18,15
-89.2930555556,13.5869444444,7,7
-89.2886111111,13.5891666667,,
-89.2925,13.5602777778,18,13
-89.3030555556,13.565,8,0
-89.2927777778,13.5825,11,1
-89.2872222222,13.58,25,18
-89.2880555556,13.5719444444,6,0
-89.2888888889,13.5963888889,58,56
-89.1911111111,13.9558333333,37,4
-89.1932475026,13.9556966108,,
-89.1855555556,13.9569444444,123,88
-89.1855555556,13.9613888889,,
-89.1994444444,13.9252777778,19,13
-89.1919444444,13.9594444444,36,29
-89.185,13.9677777778,14,0
-89.1877777778,13.9452777778,,
-89.1877777778,13.9577777778,25,23
-89.1886111111,13.9572222222,27,25
-89.175,13.9797222222,,
-89.1888888889,13.9713888889,10,4
-89.2033333333,13.9138888889,8,8
-89.1872222222,13.9563888889,59,54
-89.1902638889,13.8211944444,,
-89.1666888889,13.8125444444,39,33
-89.1770779508,13.8014494837,,
-89.1775440873,13.7986840455,,
-89.1724138889,13.792475,25,15
-89.1632055556,13.8008277778,92,77
-89.1661111111,13.8027777778,,
-89.1784861111,13.7884194444,13,8
-89.1804111111,13.8082305556,64,56
-89.1497138889,13.8316,,
-89.1903611111,13.8202361111,93,75
-89.13435,13.6439,,
-89.1777638889,13.7900694444,,
-89.1815638889,13.8044277778,,
-89.1872833333,13.7952861111,49,6
-89.1838638889,13.8338861111,21,18
-89.1726555556,13.8057138889,114,110
-89.1846083333,13.8218305556,28,23
-89.1702777778,13.8127777778,30,27
-89.1811722222,13.8175388889,46,37
-89.1814305556,13.8117111111,,
-89.2473361111,13.7614722222,,
-89.1865666667,13.8143527778,50,34
-89.1838722222,13.811025,17,16
-89.1700862545,13.8003835091,26,24
-89.1675555556,13.8031277778,31,22
-89.1819444444,13.8036111111,135,119
-89.1782083333,13.7981305556,115,90
-89.1823416667,13.8018305556,,
-89.1954194444,13.8398166667,7,2
-89.1946638889,13.8058194444,68,64
-89.2190111111,13.7684333333,33,28
-89.1735583333,13.8096305556,19,13
-89.1804527778,13.8171944444,38,37
-89.1823222222,13.8020361111,,
-89.1641722222,13.7961,71,58
-89.1683333333,13.805,25,20
-89.1790888889,13.8033638889,8,8
-89.1803555556,13.7939888889,27,22
-89.1752777778,13.8044444444,18,17
-89.1763583333,13.809125,11,10
-89.1781861111,13.7900583333,10,10
-89.1823194444,13.8074472222,36,6
-89.1791666667,13.8033333333,,
-89.1828277778,13.8085111111,,
-89.1775166667,13.781675,33,33
-89.177025,13.8144111111,20,19
-89.1702083333,13.7926055556,,
-89.1732027778,13.7922277778,15,13
-89.1707416667,13.7975,,
-89.1914009469,13.7827360733,4,4
-89.1758722222,13.7818805556,,
-89.1673527778,13.7982,2,2
-89.1725972222,13.8057166667,,
-89.179125,13.8187166667,26,26
-89.1779722222,13.7920055556,113,108
-89.177,13.8025055556,73,73
-89.182175,13.7996472222,12,8
-89.1799080655,13.8047547721,19,17
-89.1789916667,13.7949527778,40,38
-89.183125,13.810125,,
-89.1635006087,13.8144833831,4,1
-89.1626194444,13.7969277778,9,3
-89.1780864613,13.7919939808,,
-89.2282638889,13.7703222222,12,9
-89.1660388889,13.8020138889,20,13
-89.1577777778,13.8130555556,,
-89.1920527778,13.8266861111,19,17
-89.2169055556,13.7984444444,24,15
-89.1920083333,13.8174361111,13,6
-89.2077777778,13.8029138889,,
-89.2077361111,13.7995833333,23,15
-89.22725,13.7764805556,10,0
-89.2339916667,13.7782277778,11,5
-89.1785111111,13.8016055556,74,67
-89.1650277778,13.8014416667,9,7
-89.2009722222,13.7348444444,130,117
-89.2040722222,13.7340972222,57,50
-89.2091277778,13.7555416667,,
-89.201675,13.7375111111,,
-89.1910527778,13.7537722222,70,40
-89.1953333333,13.7351694444,,
-89.2030861111,13.7338083333,,
-89.2022361111,13.7358944444,,
-89.2016965532,13.7376776896,,
-89.2055444444,13.7477944444,34,3
-89.2035083333,13.7373611111,40,39
-89.2023138889,13.73465,18,18
-89.2024944444,13.7394111111,,
-89.2257916667,13.7567944444,8,6
-89.1939,13.7504027778,8,5
-89.2033972222,13.7507305556,4,3
-89.1902777778,13.7571444444,88,40
-89.180775,13.7662611111,,
-89.1773833333,13.7227416667,24,16
-89.1812527778,13.7322138889,45,35
-89.1809777778,13.7276583333,,
-89.1839888889,13.7692194444,86,79
-89.1767611111,13.7343833333,,
-89.1840305556,13.7812777778,84,79
-89.1807472222,13.7253722222,55,46
-89.1870214524,13.787407307,113,40
-89.1823027778,13.7299888889,32,32
-89.1854416667,13.77975,34,30
-89.17635,13.7356111111,34,32
-89.1908472222,13.7512055556,25,23
-89.18625,13.7842472222,26,24
-89.1772111111,13.7706916667,6,6
-89.1790777778,13.7710166667,39,35
-89.1882085999,13.7839314628,6,4
-89.18145,13.7266055556,,
-89.1801333333,13.7778694444,23,21
-89.175575,13.76835,55,46
-89.1813138889,13.7706,32,28
-89.1830194444,13.7565583333,16,14
-89.1761972222,13.7741277778,4,0
-89.1730222222,13.7622416667,,
-89.1813055556,13.7303305556,59,53
-89.1836815494,13.7814231608,,
-89.1790037768,13.7852785178,19,1
-89.1851460355,13.7841896464,,
-89.1341055556,14.0577277778,46,1
-89.2177777778,13.9727777778,34,26
-89.2094444444,13.9897222222,5,4
-89.1455555556,14.0513888889,30,19
-89.1886111111,14.0141666667,,
-89.1908333333,14.0430555556,,
-89.2180555556,13.9725,,
-89.15,14.0452777778,,
-89.2494444444,13.9977777778,,
-89.2405555556,13.9605555556,8,6
-89.2725,14.0266666667,19,17
-89.1575,14.0413888889,26,18
-89.2355555556,14.0441666667,10,8
-89.2461111111,14.0258333333,,
-89.1661111111,14.0038888889,18,13
-89.2075,14.0205555556,11,7
-89.2866666667,13.9875,4,2
-89.1947222222,14.0219444444,10,4
-89.2102777778,14.0247222222,12,11
-89.1716666667,13.8763888889,89,76
-89.1693861111,13.8748055556,,
-89.1555555556,13.8461111111,33,23
-89.1886111111,13.9402777778,23,21
-89.1963888889,13.8986111111,8,2
-89.1844444444,13.9222222222,45,36
-89.168675,13.8734111111,60,53
-89.1763888889,13.8719444444,29,24
-89.1886111111,13.9394444444,10,10
-89.1716386726,13.8752690508,34,34
-89.1652777778,13.8997222222,7,6
-89.1738888889,13.8586111111,13,11
-89.1636111111,13.8825,,
-89.1925,13.8830555556,10,7
-89.1613888889,13.9208333333,7,7
-89.1719444444,13.8927777778,13,10
-89.1625,13.8605555556,12,11
-89.1625,13.9383333333,,
-89.1827777778,13.9105555556,20,2
-89.1808333333,13.8869444444,9,7
-89.1225,13.6813888889,22,16
-89.0967511552,13.7176025629,,
-89.1305555556,13.6883333333,36,27
-89.097175,13.7133666667,53,49
-89.2232194444,13.7271666667,13,0
-89.1064361111,13.7162555556,108,92
-89.1344444444,13.6819444444,53,49
-89.0860583333,13.7119972222,42,37
-89.1044166667,13.7054555556,,
-89.1314361111,13.6926138889,20,15
-89.1325,13.6877777778,,
-89.0821166667,13.7005222222,55,47
-89.099775,13.7078138889,88,69
-89.0878638889,13.7005416667,21,19
-89.1146777778,13.7087111111,15,12
-89.0928166667,13.7155944444,44,32
-89.1322222222,13.6891666667,66,62
-89.1100361111,13.694175,46,35
-89.1286111111,13.6894444444,52,45
-89.1052277778,13.6985277778,48,35
-89.1305555556,13.6883333333,,
-89.1257111111,13.6949444444,30,29
-89.1258333333,13.6938888889,8,6
-89.1024472222,13.7227305556,33,31
-89.1077694444,13.6943361111,7,6
-89.1000777778,13.7179277778,14,12
-89.10305,13.7092,23,20
-89.1044388889,13.7060444444,,
-89.11545,13.7121527778,,
-89.0960916667,13.7132333333,,
-89.1321805556,13.7252527778,22,17
-89.1066111111,13.7141583333,45,41
-89.126725,13.6920388889,22,20
-89.1269444444,13.6897222222,42,41
-89.1139694444,13.7106944444,9,8
-89.1060555556,13.7079527778,12,10
-89.105743478,13.7188099264,18,16
-89.1064138889,13.7070527778,38,34
-89.1157197373,13.6962973728,,
-89.1313888889,13.6858333333,,
-89.1249111111,13.7006222222,7,6
-89.0998916667,13.7171638889,21,18
-89.0920861111,13.7137666667,10,8
-89.1257777778,13.7018111111,17,13
-89.0981156812,13.7139555885,32,31
-89.0900611111,13.7139833333,13,13
-89.1255472222,13.6994416667,,
-89.1211111111,13.6961111111,67,63
-89.1149833333,13.6755777778,25,18
-89.0792844676,13.7003753161,14,14
-89.1054360093,13.7063988088,102,99
-89.1255555556,13.6747222222,13,12
-89.0929416667,13.7067472222,31,31
-89.1092861111,13.6935027778,41,38
-89.1150027778,13.6760333333,11,7
-89.1250472222,13.6959472222,49,23
-89.1238361111,13.695,,
-89.2063730376,13.7339032717,8,7
-89.212475,13.7446083333,,
-89.1866666667,13.7261111111,,
-89.1922333333,13.734275,57,51
-89.1845444444,13.7467388889,25,18
-89.2041111111,13.7276638889,,
-89.20475,13.72765,78,68
-89.1967861111,13.7324083333,,
-89.2188916667,13.7442694444,37,34
-89.216825,13.7328638889,70,64
-89.2022416667,13.7282083333,,
-88.1876944444,13.47225,75,71
-89.2118,13.7434027778,12,11
-89.2242,13.734425,53,42
-89.2199194444,13.7326805556,17,8
-89.1779169722,13.7815625462,67,66
-89.1863,13.7287694444,54,33
-89.1869083333,13.7264472222,8,6
-89.1886666667,13.7247472222,26,25
